,emg_right_hand,emg_left_hand,facial_skin_temperature,gsr,heart_rate,gyro_x,gyro_y,gyro_z,linaccel_x,linaccel_y,linaccel_z,gyro_x_imu_chair_seat,gyro_y_imu_chair_seat,gyro_z_imu_chair_seat,linaccel_x_imu_chair_seat,linaccel_y_imu_chair_seat,linaccel_z_imu_chair_seat,gyro_x_imu_left_hand,gyro_y_imu_left_hand,gyro_z_imu_left_hand,linaccel_x_imu_left_hand,linaccel_y_imu_left_hand,linaccel_z_imu_left_hand,gyro_x_imu_right_hand,gyro_y_imu_right_hand,gyro_z_imu_right_hand,linaccel_x_imu_right_hand,linaccel_y_imu_right_hand,linaccel_z_imu_right_hand,player,y,gaze_movement,pupil_diameter,buttons_pressed,mouse_movement,mouse_clicks
0,9.02001179589833,8.935396242480932,33.746573136200716,15849.271349190396,85.0447567844342,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.03849235900086438,-0.07463392052728181,-0.10410891391160368,0.058654202793987406,-0.02140196475925019,0.04724363298025138,0.00796107129253486,0.008889512575012281,-0.014152511648711211,-0.008077528525481487,0.01648677113521271,0.0019187833241590085,-0.0911434959208067,-0.10560261013070438,0.5116920590031137,-0.0332881172032855,0.06602533728769197,-0.009793280414931818,p0,0,,,,,
1,5.9847758667811775,9.019605308473325,34.21563180107527,15405.475992119047,85.13387096774194,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.06705046057162112,-0.10055640071781212,-0.06373320168323282,0.056784918474257255,-0.01929211045761381,-0.018683849070356345,0.03486546763758358,-0.02649475104868249,-0.06030151685805451,0.03207265917926813,-0.015416770334089357,0.011525149082712,-0.03128545405142326,0.20514792121179803,-0.09285380163017112,0.04670263553978144,0.01584253599359812,-0.008901798130840192,p0,0,,,,,
2,7.808848596328927,8.969357272786658,34.04373231182795,33943.23537273431,87.8021505376344,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.06671562802745155,-0.06359958895355602,-0.1448703060123863,-0.00923333851640451,-0.021138742222632966,-0.017076240342141124,0.015829476501130226,0.10060701438362973,0.028731882968089668,0.05950518828251908,-0.027416245176276652,0.020169332287172523,-0.044571106884799344,0.07375412003854173,-0.08195894368384041,0.04966852350595462,0.026098633170308968,-0.0010740816432889605,p0,0,,,,,
3,9.450055528657025,9.111231112187053,34.19891857526882,58671.461127993105,86.95322580645161,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.04582920801728559,-0.07972903131450731,-0.13856789894507904,-0.014094836786454231,-0.01702727085745601,-0.023353825866754017,-0.1228422228778739,-0.062139223964742765,0.06965353797652428,0.04741891798973818,-0.0006623580261857174,0.016902860658879516,-0.037001506107647915,0.09328149586939416,-0.06106885047021994,0.04676169598606651,0.020407270084797573,-0.0017707807130800707,p0,0,,,,,
4,8.939447795700694,7.198676646451813,34.02055198924731,60308.24460903466,82.54784946236559,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.07051771126299752,-0.06985535258712394,-0.08377216007389034,-0.014367361912030446,-0.019585566315741373,-0.020593190396113587,0.0001053538859290407,0.00901392500219058,0.06022588846100884,-0.06201523858530201,0.01305402923513974,-0.013874695240137869,-0.03416375649720261,0.04713541255462312,-0.04710764990884961,0.04728524521159357,0.020846507525824957,-0.00066603327007121,p0,0,,,,,
5,8.236348717612486,7.587410722091092,34.08034034946237,61716.07977958311,86.46559139784947,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.06819442667772585,-0.07836723222909531,-0.09237974175890759,-0.00999342536998744,-0.02035122856508496,-0.017688842826067124,0.06325726880291443,-0.1400052189456448,0.02217003591794603,-0.07856427916977676,-0.0586688035869192,-0.012944016085322118,-0.03846652309575204,0.09286623191914302,-0.01646186271493608,0.049019261114137146,0.0274700953889191,0.0036402776096619246,p0,0,,,,,
6,8.269491533687049,7.0566323542267675,34.21138553763441,62458.53895956024,85.91666666666667,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.05470100303776843,-0.09142713988166479,-0.13095883792696034,-0.012684728583803597,-0.014949140807451331,-0.013581009938914042,-0.005900337996866323,0.025420123022957937,0.010063146405347436,-0.04116530047341415,0.003907042708144198,-0.009626707552435311,-0.05194784878990228,0.05642201190932503,-0.029534386410861622,0.05000210960143096,0.03521234146677692,-0.00044748456696725515,p0,0,,,,,
7,8.332221894396364,6.875390751612231,33.9324786827957,62857.482983878675,88.19569892473119,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.04403840568150576,-0.09455389213122241,-0.08926007202662925,-0.009187047469923042,-0.0154279576293331,-0.012882416282564361,0.0316192763916628,-0.0695124914260929,0.15276185931059058,0.10519820738095714,-0.020293575621860422,0.03298233514562189,-0.03879719378963329,0.09918313466245705,-0.05272726527668501,0.05615209808549694,0.02632864878586747,0.0005791011014948817,p0,0,,,,,
8,7.766686226942914,7.418369671568924,34.05449685483871,63532.22489000957,92.30483870967741,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.035983554909576956,-0.04135620186310897,-0.03623031139147773,-0.007653449627324898,0.012564846774191264,-0.026223225461543567,0.0010527927821151653,0.04598130888256772,0.05933395136913527,-0.04112567078214204,-0.046140143369175594,-0.01038145278971398,-0.03314249192623749,-0.004343987883892482,-0.03413764567236243,0.05174037662988287,0.03675992539019678,0.0013843122717827588,p0,0,,,,,
9,8.028353112160154,7.317193390358222,34.08148822580645,64124.38852742161,83.71075268817204,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.03159246935491143,-0.023145205542449816,-0.0449372741955313,-0.004569647652462077,-0.02632442647140817,-0.02727507625092675,0.009037829528031635,-0.057813733549866506,-0.038053810303146446,-0.07875637898686676,-0.03160366727860823,-0.016318295204664157,-0.045683126571882955,0.10400024670997329,-0.05609886807614973,0.04920217625935561,0.030074403104763014,0.0008789088610489072,p0,0,,,,,
10,9.21058111756676,6.630600434075061,34.25352817204301,64680.98809081116,84.86935483870967,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.02315224390695161,-0.04018314725695627,-0.025136425201790245,-0.0037958195424493244,-0.018273412151855503,-0.01792717566846227,0.04305532649774391,0.08198954781886529,-0.051964544792780565,0.05107681136395729,-0.004357622035277436,0.015975491234440854,-0.03982143892856422,0.03621407785107626,-0.060941985014995904,0.043916697768094266,0.017441305721990187,0.0014242570121110612,p0,0,,,,,
11,7.021071175196863,7.148772720853759,33.94959435483871,64995.67253031071,88.68655913978495,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.031357841190213315,-0.040704035209330275,-0.04421270290850835,-0.005105957212215123,-0.009115480478061398,-0.008583117213543672,0.029832839282952384,-0.08284185354842072,0.008665590094951818,0.01562513827526613,-0.015373237053400298,0.005424334345390611,-0.030373095247701844,0.02984604057811669,-0.04111885231949402,0.040741997938899946,0.03361645324362669,0.001868917485390724,p0,0,,,,,
12,7.609248059943379,6.920123472667728,34.09576344086022,65213.47357355956,87.16720430107527,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.028110655692682267,-0.025365879102047288,-0.04991192336503763,-0.004081760730176902,-0.015120955550896419,-0.013889505682432808,0.0022674842559529816,0.006034442414445839,0.07377992199005426,-0.08091280487804874,-0.02234696038182464,-0.017173916493507316,-0.029685635490427475,0.062479576554062694,-0.04555712376098637,0.044842874074522344,0.025141493255193055,0.0003107168795012933,p0,0,,,,,
13,7.1137424431936624,6.534749238435312,34.11309994623656,65203.94217769259,86.50483870967741,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.023706432456432426,-0.01748891403954691,-0.02135320113159815,-0.002525974025973984,-0.012036514310071146,-0.021779437784789475,0.021670775522503984,-0.16474045175664223,-0.03202010864905484,-0.057516461397244215,-0.010230389541178294,-0.013204830219828208,-0.05918672866358004,0.09701586372447159,-0.0612791271174188,0.0616355254796344,0.024765970583092885,-0.0011508404110095551,p0,0,,,,,
14,7.617421271359116,7.608307889003208,33.96013240143369,65360.83914437809,83.32204301075268,-0.0625,-0.0625,-0.0625,-0.01,-0.01,-0.01,-0.013648409026047989,-0.02794269450044485,-0.02830615322295333,-0.0025132676204742666,-0.015381941338635777,-0.018080167730036862,0.05600572613007457,0.020849331655537397,-0.02818203119221018,-0.01815495159945396,-0.0597056868540149,-0.006816158368469523,-0.03925803971904481,0.008539185907522843,-0.03070991372716146,0.038036993467018984,0.026759340515241332,0.002413467254399575,p0,0,,,,,
15,9.309365880316903,9.723025395576537,,22019.06401340359,73.41681003584229,0.008917944303213942,0.001687180205640381,0.0034162010727660902,-0.013546160755686923,-0.2602779358615547,-0.14341136766459345,0.0008467394127676282,-0.00127161782876249,0.0035101194145422832,-0.05121507594481379,-0.023410325270607497,0.06170826684702686,-0.05168814560979931,0.08525950231171268,0.040423081786427575,0.015390088808385398,0.0340183318130859,-0.007281505777420371,-0.14658497525455133,-0.15743204210472847,-0.011956691412115295,-0.05855429994649109,0.061807910305884305,-0.012484508722329285,p1,0,1884.2577115920108,4.9506948724602875,0.16145833333333334,1535.5697780966473,2.955208333333333
16,9.43234888308649,10.424585466002657,35.17328680107527,24597.253623326753,76.74516129032259,-0.009233451704301924,-0.04393641939245732,-0.0014098013725680103,-0.015859870922443193,-0.2710000871881547,-0.03653980329912287,5.9133168299590835e-05,-0.001164303464499248,-0.0402833669382735,-0.04910991413628438,-0.006611957917832054,0.061449654358812174,-0.05482054243591662,-0.10809491477248172,0.054273004354079765,0.01567379968903373,0.065746242635326,-0.015738978362532605,-0.1110534942153746,-0.05962343661288879,0.049799871619551024,-0.060181124711681314,0.06421603731306717,-0.02089034599677789,p1,0,1493.9891354476854,4.818646909423047,0.03229166666666667,956.0426975664798,4.84375
